sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8577480-8584200.1	8577480	8584200	6720	6	9	0	0.54096	antibacterial	0.76	0.13	0.17	0.23		0.00	0.05	0.33	0.25	0.19	0.04	0.19	NC_003888.3_NC_003888.3_7648;NC_003888.3_NC_003888.3_7649;NC_003888.3_NC_003888.3_7650;NC_003888.3_NC_003888.3_7651;NC_003888.3_NC_003888.3_7652;NC_003888.3_NC_003888.3_7653		PF01978;PF12802;PF13463;PF01047;PF13340;PF07228;PF07228;PF02607;PF02310
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8584660-8586017.1	8584660	8586017	1357	2	6	0	0.52045	antibacterial	0.81	0.10	0.17	0.22		0.00	0.07	0.40	0.19	0.20	0.02	0.16	NC_003888.3_NC_003888.3_7655;NC_003888.3_NC_003888.3_7656		PF12802;PF01047;PF13412;PF01325;PF09339;PF08570
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8607538-8608480.1	8607538	8608480	942	1	4	0	0.53548	antibacterial	0.81	0.06	0.16	0.29		0.00	0.11	0.11	0.29	0.21	0.04	0.29	NC_003888.3_NC_003888.3_7680		PF14525;PF13384;PF12833;PF00165
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8610787-8635487.1	8610787	8635487	24700	30	42	5	0.83777	antibacterial	0.54	0.26	0.20	0.31	Polyketide	0.01	0.08	0.12	0.68	0.08	0.03	0.08	NC_003888.3_NC_003888.3_7682;NC_003888.3_NC_003888.3_7683;NC_003888.3_NC_003888.3_7684;NC_003888.3_NC_003888.3_7685;NC_003888.3_NC_003888.3_7686;NC_003888.3_NC_003888.3_7687;NC_003888.3_NC_003888.3_7688;NC_003888.3_NC_003888.3_7689;NC_003888.3_NC_003888.3_7690;NC_003888.3_NC_003888.3_7691;NC_003888.3_NC_003888.3_7692;NC_003888.3_NC_003888.3_7693;NC_003888.3_NC_003888.3_7694;NC_003888.3_NC_003888.3_7695;NC_003888.3_NC_003888.3_7696;NC_003888.3_NC_003888.3_7697;NC_003888.3_NC_003888.3_7698;NC_003888.3_NC_003888.3_7699;NC_003888.3_NC_003888.3_7700;NC_003888.3_NC_003888.3_7701;NC_003888.3_NC_003888.3_7702;NC_003888.3_NC_003888.3_7703;NC_003888.3_NC_003888.3_7704;NC_003888.3_NC_003888.3_7705;NC_003888.3_NC_003888.3_7706;NC_003888.3_NC_003888.3_7707;NC_003888.3_NC_003888.3_7708;NC_003888.3_NC_003888.3_7709;NC_003888.3_NC_003888.3_7710;NC_003888.3_NC_003888.3_7711	PF00106;PF01494;PF08659;PF00107;PF01370	PF00881;PF02909;PF13358;PF09076;PF01494;PF07992;PF00890;PF01494;PF00890;PF07992;PF00107;PF00440;PF02909;PF13586;PF01609;PF10756;PF13011;PF01527;PF13518;PF13384;PF13551;PF13565;PF00665;PF13683;PF13333;PF14145;PF01548;PF13022;PF00440;PF00356;PF00106;PF08659;PF01370;PF13561;PF06197;PF13359;PF01609;PF13613;PF04072;PF13561;PF00106;PF00440
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8642713-8643713.1	8642713	8643713	1000	2	3	0	0.54261	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	NC_003888.3_NC_003888.3_7719;NC_003888.3_NC_003888.3_7720		PF14079;PF13305;PF00440
NC_003903.1	deepbgc	0.1.0	deepbgc	NC_003903.1_31460-41750.1	31460	41750	10290	13	23	4	0.61532	antibacterial	0.76	0.13	0.12	0.31	Polyketide	0.02	0.07	0.15	0.58	0.01	0.08	0.12	NC_003903.1_NC_003903.1_34;NC_003903.1_NC_003903.1_35;NC_003903.1_NC_003903.1_36;NC_003903.1_NC_003903.1_37;NC_003903.1_NC_003903.1_38;NC_003903.1_NC_003903.1_39;NC_003903.1_NC_003903.1_40;NC_003903.1_NC_003903.1_41;NC_003903.1_NC_003903.1_42;NC_003903.1_NC_003903.1_43;NC_003903.1_NC_003903.1_44;NC_003903.1_NC_003903.1_45;NC_003903.1_NC_003903.1_46	PF02585;PF00106;PF01370;PF08659	PF07228;PF02585;PF12833;PF00165;PF12852;PF00106;PF01370;PF08659;PF13561;PF13460;PF13586;PF01609;PF13340;PF07228;PF16859;PF16925;PF00440;PF00106;PF08659;PF01370;PF16363;PF13460;PF13561
NC_003903.1	deepbgc	0.1.0	deepbgc	NC_003903.1_60518-60743.1	60518	60743	225	1	1	0	0.60639	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003903.1_NC_003903.1_70		PF04149
NC_003903.1	deepbgc	0.1.0	deepbgc	NC_003903.1_63898-66577.1	63898	66577	2679	1	1	0	0.52239	antibacterial	0.76	0.06	0.17	0.24		0.00	0.08	0.23	0.20	0.20	0.00	0.31	NC_003903.1_NC_003903.1_75		PF13191
NC_003903.1	deepbgc	0.1.0	deepbgc	NC_003903.1_159898-165658.1	159898	165658	5760	6	5	1	0.55200	antibacterial	0.76	0.06	0.18	0.24		0.00	0.07	0.26	0.20	0.20	0.00	0.28	NC_003903.1_NC_003903.1_184;NC_003903.1_NC_003903.1_185;NC_003903.1_NC_003903.1_186;NC_003903.1_NC_003903.1_187;NC_003903.1_NC_003903.1_188;NC_003903.1_NC_003903.1_189	PF00903	PF00903;PF13144;PF08666;PF00437;PF13191
NC_003903.1	deepbgc	0.1.0	deepbgc	NC_003903.1_230262-324563.1	230262	324563	94301	108	113	20	0.85951	antibacterial	0.59	0.48	0.14	0.14		0.10	0.22	0.34	0.36	0.01	0.09	0.05	NC_003903.1_NC_003903.1_253;NC_003903.1_NC_003903.1_254;NC_003903.1_NC_003903.1_255;NC_003903.1_NC_003903.1_256;NC_003903.1_NC_003903.1_257;NC_003903.1_NC_003903.1_258;NC_003903.1_NC_003903.1_259;NC_003903.1_NC_003903.1_260;NC_003903.1_NC_003903.1_261;NC_003903.1_NC_003903.1_262;NC_003903.1_NC_003903.1_263;NC_003903.1_NC_003903.1_264;NC_003903.1_NC_003903.1_265;NC_003903.1_NC_003903.1_266;NC_003903.1_NC_003903.1_267;NC_003903.1_NC_003903.1_268;NC_003903.1_NC_003903.1_269;NC_003903.1_NC_003903.1_270;NC_003903.1_NC_003903.1_271;NC_003903.1_NC_003903.1_272;NC_003903.1_NC_003903.1_273;NC_003903.1_NC_003903.1_274;NC_003903.1_NC_003903.1_275;NC_003903.1_NC_003903.1_276;NC_003903.1_NC_003903.1_277;NC_003903.1_NC_003903.1_278;NC_003903.1_NC_003903.1_279;NC_003903.1_NC_003903.1_280;NC_003903.1_NC_003903.1_281;NC_003903.1_NC_003903.1_282;NC_003903.1_NC_003903.1_283;NC_003903.1_NC_003903.1_284;NC_003903.1_NC_003903.1_285;NC_003903.1_NC_003903.1_286;NC_003903.1_NC_003903.1_287;NC_003903.1_NC_003903.1_288;NC_003903.1_NC_003903.1_289;NC_003903.1_NC_003903.1_290;NC_003903.1_NC_003903.1_291;NC_003903.1_NC_003903.1_292;NC_003903.1_NC_003903.1_293;NC_003903.1_NC_003903.1_294;NC_003903.1_NC_003903.1_295;NC_003903.1_NC_003903.1_296;NC_003903.1_NC_003903.1_297;NC_003903.1_NC_003903.1_298;NC_003903.1_NC_003903.1_299;NC_003903.1_NC_003903.1_300;NC_003903.1_NC_003903.1_301;NC_003903.1_NC_003903.1_302;NC_003903.1_NC_003903.1_303;NC_003903.1_NC_003903.1_304;NC_003903.1_NC_003903.1_305;NC_003903.1_NC_003903.1_306;NC_003903.1_NC_003903.1_307;NC_003903.1_NC_003903.1_308;NC_003903.1_NC_003903.1_309;NC_003903.1_NC_003903.1_310;NC_003903.1_NC_003903.1_311;NC_003903.1_NC_003903.1_312;NC_003903.1_NC_003903.1_313;NC_003903.1_NC_003903.1_314;NC_003903.1_NC_003903.1_315;NC_003903.1_NC_003903.1_316;NC_003903.1_NC_003903.1_317;NC_003903.1_NC_003903.1_318;NC_003903.1_NC_003903.1_319;NC_003903.1_NC_003903.1_320;NC_003903.1_NC_003903.1_321;NC_003903.1_NC_003903.1_322;NC_003903.1_NC_003903.1_323;NC_003903.1_NC_003903.1_324;NC_003903.1_NC_003903.1_325;NC_003903.1_NC_003903.1_326;NC_003903.1_NC_003903.1_327;NC_003903.1_NC_003903.1_328;NC_003903.1_NC_003903.1_329;NC_003903.1_NC_003903.1_330;NC_003903.1_NC_003903.1_331;NC_003903.1_NC_003903.1_332;NC_003903.1_NC_003903.1_333;NC_003903.1_NC_003903.1_334;NC_003903.1_NC_003903.1_335;NC_003903.1_NC_003903.1_336;NC_003903.1_NC_003903.1_337;NC_003903.1_NC_003903.1_338;NC_003903.1_NC_003903.1_339;NC_003903.1_NC_003903.1_340;NC_003903.1_NC_003903.1_341;NC_003903.1_NC_003903.1_342;NC_003903.1_NC_003903.1_343;NC_003903.1_NC_003903.1_344;NC_003903.1_NC_003903.1_345;NC_003903.1_NC_003903.1_346;NC_003903.1_NC_003903.1_347;NC_003903.1_NC_003903.1_348;NC_003903.1_NC_003903.1_349;NC_003903.1_NC_003903.1_350;NC_003903.1_NC_003903.1_351;NC_003903.1_NC_003903.1_352;NC_003903.1_NC_003903.1_353;NC_003903.1_NC_003903.1_354;NC_003903.1_NC_003903.1_355;NC_003903.1_NC_003903.1_356;NC_003903.1_NC_003903.1_357;NC_003903.1_NC_003903.1_358;NC_003903.1_NC_003903.1_359;NC_003903.1_NC_003903.1_360	PF02585;PF00106;PF02770;PF00441;PF00583;PF01370;PF08545;PF01408;PF03756;PF08028;PF01118;PF00975;PF02771;PF02737;PF01636;PF01266;PF02894;PF00702;PF08541;PF08659	PF01370;PF01613;PF13577;PF13560;PF10727;PF02826;PF03807;PF03446;PF02558;PF02737;PF00724;PF05655;PF13521;PF08545;PF08541;PF00550;PF12710;PF08282;PF13521;PF13238;PF13347;PF07690;PF12840;PF01022;PF02894;PF01408;PF13380;PF00296;PF00975;PF12697;PF00440;PF03756;PF02771;PF02770;PF00441;PF08028;PF12710;PF00702;PF08282;PF00440;PF13646;PF00932;PF00872;PF10551;PF00932;PF07510;PF00583;PF13302;PF13517;PF05593;PF14690;PF13005;PF01610;PF05534;PF08681;PF08239;PF02735;PF01402;PF13191;PF06414;PF13671;PF13191;PF14267;PF04149;PF12844;PF13560;PF01381;PF13443;PF13744;PF13581;PF01557;PF01118;PF09290;PF00682;PF07836;PF03328;PF15617;PF01575;PF13527;PF13530;PF01636;PF02585;PF07690;PF05977;PF00083;PF07992;PF00890;PF01266;PF03486;PF13450;PF13460;PF13561;PF00106;PF08659;PF01370;PF16363;PF00440;PF16925;PF16859;PF07228;PF13340;PF01609;PF13586;PF13561;PF00106;PF01370;PF08659;PF13460;PF12852;PF00165;PF12833;PF02585;PF07228
